Years,Time,Air density,wind speed,Power generation
23-03-2019 19:00,548,1.266,2.647,44.975
23-03-2019 20:00,549,1.265,4.286,380.651
23-03-2019 21:00,550,1.265,6.184,1208.537
23-03-2019 22:00,551,1.264,7.245,1867.876
23-03-2019 23:00,552,1.257,7.844,2274.887
24-03-2019 00:00,553,1.247,8.266,2565.295
24-03-2019 01:00,554,1.238,8.059,2421.106
24-03-2019 02:00,555,1.231,7.657,2150.381
24-03-2019 03:00,556,1.226,7.683,2161.676
24-03-2019 04:00,557,1.222,8.272,2567.882
24-03-2019 05:00,558,1.219,8.138,2474.589
24-03-2019 06:00,559,1.218,7.886,2301.088
24-03-2019 07:00,560,1.218,8.221,2531.931
24-03-2019 08:00,561,1.22,7.758,2218.696
24-03-2019 09:00,562,1.222,7.202,1836.196
24-03-2019 10:00,563,1.226,7.048,1734.82
24-03-2019 11:00,564,1.229,7.308,1906.836
24-03-2019 12:00,565,1.231,7.358,1941.722
24-03-2019 13:00,566,1.234,6.862,1615.759
24-03-2019 14:00,567,1.236,6.107,1164.678
24-03-2019 15:00,568,1.238,5.373,792.381
24-03-2019 16:00,569,1.241,5.198,718
24-03-2019 17:00,570,1.243,5.858,1029.143
24-03-2019 18:00,571,1.245,6.204,1219.307
24-03-2019 19:00,572,1.248,6.052,1136.978
24-03-2019 20:00,573,1.25,5.514,857.908
24-03-2019 21:00,574,1.252,4.702,517.993
24-03-2019 22:00,575,1.252,3.88,264.875
24-03-2019 23:00,576,1.247,3.107,102.207
25-03-2019 00:00,577,1.238,2.327,21.617
25-03-2019 01:00,578,1.23,1.666,2.138
25-03-2019 02:00,579,1.226,1.341,0.389
25-03-2019 03:00,580,1.224,1.593,1.505
25-03-2019 04:00,581,1.223,2.538,36.129
25-03-2019 05:00,582,1.223,4.065,312.463
25-03-2019 06:00,583,1.225,5.588,894.41
25-03-2019 07:00,584,1.227,5.564,886.523
25-03-2019 08:00,585,1.231,6.515,1399.44
25-03-2019 09:00,586,1.236,8.698,2855.526
25-03-2019 10:00,587,1.241,10.245,3761.302
25-03-2019 11:00,588,1.246,11.78,4361.811
25-03-2019 12:00,589,1.25,12.746,4597.088
25-03-2019 13:00,590,1.254,12.635,4573.184
25-03-2019 14:00,591,1.257,12.449,4532.325
25-03-2019 15:00,592,1.26,11.886,4389.17
25-03-2019 16:00,593,1.263,10.413,3843.355
25-03-2019 17:00,594,1.265,9.08,3101.779
25-03-2019 18:00,595,1.268,8.97,3031.524
25-03-2019 19:00,596,1.271,9.22,3189.333
25-03-2019 20:00,597,1.273,9.357,3273.114
25-03-2019 21:00,598,1.276,8.814,2930.788
25-03-2019 22:00,599,1.276,8.296,2587.393
25-03-2019 23:00,600,1.272,8.997,3051.1
26-03-2019 00:00,601,1.267,9.448,3328.958
26-03-2019 01:00,602,1.264,9.355,3272.146
26-03-2019 02:00,603,1.261,8.952,3020.553
26-03-2019 03:00,604,1.258,8.219,2530.23
26-03-2019 04:00,605,1.256,8.244,2551.591
26-03-2019 05:00,606,1.254,8.428,2674.323
26-03-2019 06:00,607,1.254,7.415,1982.517
26-03-2019 07:00,608,1.254,8.556,2762.077
26-03-2019 08:00,609,1.255,9.689,3473.189
26-03-2019 09:00,610,1.257,9.8,3529.067
26-03-2019 10:00,611,1.26,10.129,3703.384
26-03-2019 11:00,612,1.262,10.529,3895.479
26-03-2019 12:00,613,1.264,10.733,3986.568
26-03-2019 13:00,614,1.266,10.79,4009.324
26-03-2019 14:00,615,1.268,10.573,3916.492
26-03-2019 15:00,616,1.271,10.097,3691.344
26-03-2019 16:00,617,1.274,9.053,3089.373
26-03-2019 17:00,618,1.277,7.906,2317.723
26-03-2019 18:00,619,1.28,7.582,2097.761
26-03-2019 19:00,620,1.283,7.587,2097.873
26-03-2019 20:00,621,1.285,7.487,2031.917
26-03-2019 21:00,622,1.287,7.48,2023.528
26-03-2019 22:00,623,1.286,7.289,1894.728
26-03-2019 23:00,624,1.278,7.051,1736.571
27-03-2019 00:00,625,1.271,6.714,1524.721
27-03-2019 01:00,626,1.266,6.64,1475.278
27-03-2019 02:00,627,1.262,6.68,1500.014
27-03-2019 03:00,628,1.258,6.287,1265.016
27-03-2019 04:00,629,1.255,6.152,1188.232
27-03-2019 05:00,630,1.253,5.903,1052.811
27-03-2019 06:00,631,1.252,4.443,428.214
27-03-2019 07:00,632,1.252,6.071,1143.797
27-03-2019 08:00,633,1.253,7.077,1757.407
27-03-2019 09:00,634,1.256,7.874,2297.016
27-03-2019 10:00,635,1.259,8.631,2809.79
27-03-2019 11:00,636,1.261,9.423,3317.173
27-03-2019 12:00,637,1.264,10.155,3719.316
27-03-2019 13:00,638,1.266,10.759,4000.158
27-03-2019 14:00,639,1.267,11.064,4118.385
27-03-2019 15:00,640,1.27,10.908,4058.416
27-03-2019 16:00,641,1.273,9.649,3450.014
27-03-2019 17:00,642,1.275,8.378,2638.863
27-03-2019 18:00,643,1.278,8.404,2660.74
27-03-2019 19:00,644,1.28,7.969,2358.703
27-03-2019 20:00,645,1.282,7.616,2119.884
27-03-2019 21:00,646,1.284,7.015,1716.184
27-03-2019 22:00,647,1.283,6.696,1512.313
27-03-2019 23:00,648,1.275,6.332,1295.215
28-03-2019 00:00,649,1.268,5.991,1099.581
28-03-2019 01:00,650,1.264,5.852,1025.954
28-03-2019 02:00,651,1.26,5.948,1080.524
28-03-2019 03:00,652,1.258,6.205,1221.011
28-03-2019 04:00,653,1.256,6.079,1151.912
28-03-2019 05:00,654,1.255,5.631,914.273
28-03-2019 06:00,655,1.255,3.989,291.593
28-03-2019 07:00,656,1.255,5.659,928.413
28-03-2019 08:00,657,1.256,7.394,1970.963
28-03-2019 09:00,658,1.258,7.616,2119.325
28-03-2019 10:00,659,1.26,7.623,2125.143
28-03-2019 11:00,660,1.262,7.616,2119.875
28-03-2019 12:00,661,1.264,7.666,2156.794
28-03-2019 13:00,662,1.265,7.766,2221.312
28-03-2019 14:00,663,1.267,7.681,2159.944
28-03-2019 15:00,664,1.269,7.379,1955.227
28-03-2019 16:00,665,1.271,6.577,1440.825
28-03-2019 17:00,666,1.273,5.629,913.301
28-03-2019 18:00,667,1.275,4.679,509.559
28-03-2019 19:00,668,1.277,3.48,171.679
28-03-2019 20:00,669,1.28,2.384,24.521
28-03-2019 21:00,670,1.282,1.564,1.353
28-03-2019 22:00,671,1.282,1.373,0.485
28-03-2019 23:00,672,1.275,1.611,1.644
29-03-2019 00:00,673,1.265,1.817,4.12
29-03-2019 01:00,674,1.26,2.07,10.195
29-03-2019 02:00,675,1.257,2.384,24.498
29-03-2019 03:00,676,1.255,2.709,51.917
29-03-2019 04:00,677,1.253,3.112,103.349
29-03-2019 05:00,678,1.251,3.649,206.663
29-03-2019 06:00,679,1.25,3.81,244.907
29-03-2019 07:00,680,1.25,2.262,17.72
29-03-2019 08:00,681,1.251,1.611,1.646
29-03-2019 09:00,682,1.252,1.831,4.243
29-03-2019 10:00,683,1.255,2.062,9.917
29-03-2019 11:00,684,1.258,2.164,13.337
29-03-2019 12:00,685,1.26,2.056,9.734
29-03-2019 13:00,686,1.262,1.792,3.729
29-03-2019 14:00,687,1.264,1.355,0.419
29-03-2019 15:00,688,1.266,1.012,0.031
29-03-2019 16:00,689,1.268,2.129,11.974
29-03-2019 17:00,690,1.27,4.311,385.544
29-03-2019 18:00,691,1.272,5.827,1013.023
29-03-2019 19:00,692,1.274,6.32,1283.694
29-03-2019 20:00,693,1.276,6.278,1259.589
29-03-2019 21:00,694,1.278,6.019,1115.411
29-03-2019 22:00,695,1.277,5.895,1048.463
29-03-2019 23:00,696,1.27,5.822,1010.837
30-03-2019 00:00,697,1.26,5.553,880.993
30-03-2019 01:00,698,1.255,5.288,758.475
30-03-2019 02:00,699,1.252,5.242,734.053
30-03-2019 03:00,700,1.249,5.303,765.072
30-03-2019 04:00,701,1.247,5.704,955.396
30-03-2019 05:00,702,1.245,6.013,1115.201
30-03-2019 06:00,703,1.245,5.488,845.729
30-03-2019 07:00,704,1.245,5.481,842.601
30-03-2019 08:00,705,1.247,4.854,574.967
30-03-2019 09:00,706,1.25,4.112,326.155
30-03-2019 10:00,707,1.253,3.811,245.173
30-03-2019 11:00,708,1.255,4.046,307.282
30-03-2019 12:00,709,1.258,4.533,461.535
30-03-2019 13:00,710,1.26,5.105,675.343
30-03-2019 14:00,711,1.262,5.614,906.05
30-03-2019 15:00,712,1.264,5.929,1066.632
30-03-2019 16:00,713,1.266,5.877,1039.247
30-03-2019 17:00,714,1.268,6.446,1360.092
30-03-2019 18:00,715,1.27,7.017,1716.237
30-03-2019 19:00,716,1.272,6.801,1575.781
30-03-2019 20:00,717,1.274,6.606,1456.769
30-03-2019 21:00,718,1.276,6.441,1359.96
30-03-2019 22:00,719,1.275,6.332,1295.226
30-03-2019 23:00,720,1.269,6.316,1281.445
31-03-2019 00:00,721,1.261,6.21,1225.781
31-03-2019 01:00,722,1.258,5.995,1101.85
31-03-2019 02:00,723,1.256,5.752,974.596
31-03-2019 03:00,724,1.254,5.473,838.789
31-03-2019 04:00,725,1.253,5.244,735.014
31-03-2019 05:00,726,1.252,4.813,561.608
31-03-2019 06:00,727,1.251,3.038,91.888
31-03-2019 07:00,728,1.252,2.903,73.315
31-03-2019 08:00,729,1.253,3.53,180.236
31-03-2019 09:00,730,1.255,3.862,258.558
31-03-2019 10:00,731,1.256,4.265,371.43
31-03-2019 11:00,732,1.258,4.893,589.724
31-03-2019 12:00,733,1.26,5.581,894.181
31-03-2019 13:00,734,1.262,6.093,1156.635
31-03-2019 14:00,735,1.264,6.358,1307.073
31-03-2019 15:00,736,1.266,6.333,1295.246
31-03-2019 16:00,737,1.268,5.706,956.232
31-03-2019 17:00,738,1.27,4.957,614.977
31-03-2019 18:00,739,1.272,4.868,582.946
31-03-2019 19:00,740,1.274,4.695,515.233
31-03-2019 20:00,741,1.276,4.538,463.075
31-03-2019 21:00,742,1.278,4.512,451.302
31-03-2019 22:00,743,1.277,4.634,496.899
31-03-2019 23:00,744,1.269,4.905,594.637
01-04-2019 00:00,745,1.261,5.083,666.473
01-04-2019 01:00,746,1.257,5.261,742.414
01-04-2019 02:00,747,1.254,5.354,783.716
01-04-2019 03:00,748,1.253,5.32,772.651
01-04-2019 04:00,749,1.252,5.171,703.265
01-04-2019 05:00,750,1.251,4.937,607.354
01-04-2019 06:00,751,1.25,3.593,193.879
01-04-2019 07:00,752,1.25,4.05,308.416
01-04-2019 08:00,753,1.252,5.488,845.807
01-04-2019 09:00,754,1.253,6.129,1175.449
01-04-2019 10:00,755,1.255,6.704,1517.61
01-04-2019 11:00,756,1.258,7.057,1740.545
01-04-2019 12:00,757,1.26,7.222,1849.565
01-04-2019 13:00,758,1.261,7.295,1898.183
01-04-2019 14:00,759,1.263,7.329,1926.124
01-04-2019 15:00,760,1.266,7.23,1855.302
01-04-2019 16:00,761,1.268,6.426,1348.227
01-04-2019 17:00,762,1.271,6.781,1563.371
01-04-2019 18:00,763,1.274,7.449,2002.576
01-04-2019 19:00,764,1.276,7.467,2014.387
01-04-2019 20:00,765,1.279,7.109,1775.204
01-04-2019 21:00,766,1.281,6.657,1485.564
01-04-2019 22:00,767,1.279,6.301,1272.634
01-04-2019 23:00,768,1.269,5.962,1089.142
02-04-2019 00:00,769,1.26,5.746,971.536
02-04-2019 01:00,770,1.254,5.692,945.911
02-04-2019 02:00,771,1.25,5.742,969.636
02-04-2019 03:00,772,1.246,5.82,1009.823
02-04-2019 04:00,773,1.243,6.033,1126.076
02-04-2019 05:00,774,1.24,6.258,1252.584
02-04-2019 06:00,775,1.239,4.948,611.591
02-04-2019 07:00,776,1.238,5.953,1084.303
02-04-2019 08:00,777,1.238,7.515,2050.061
02-04-2019 09:00,778,1.24,7.651,2146.382
02-04-2019 10:00,779,1.242,7.304,1904.381
02-04-2019 11:00,780,1.245,6.891,1638.538
02-04-2019 12:00,781,1.247,6.684,1505.179
02-04-2019 13:00,782,1.249,6.798,1573.872
02-04-2019 14:00,783,1.25,7.153,1808.017
02-04-2019 15:00,784,1.252,7.513,2050.025
02-04-2019 16:00,785,1.255,6.881,1627.399
02-04-2019 17:00,786,1.257,7.095,1769.025
02-04-2019 18:00,787,1.259,8.276,2573.924
02-04-2019 19:00,788,1.261,8.774,2906.63
02-04-2019 20:00,789,1.263,8.753,2892.269
02-04-2019 21:00,790,1.264,8.525,2741.897
02-04-2019 22:00,791,1.26,8.406,2660.744
02-04-2019 23:00,792,1.25,7.982,2369.388
03-04-2019 00:00,793,1.237,7.461,2009.787
03-04-2019 01:00,794,1.226,7.636,2133.471
03-04-2019 02:00,795,1.218,8.02,2393.571
03-04-2019 03:00,796,1.213,8.022,2395.78
03-04-2019 04:00,797,1.209,7.469,2015.353
03-04-2019 05:00,798,1.206,7.107,1775.156
03-04-2019 06:00,799,1.205,5.391,800.944
03-04-2019 07:00,800,1.205,6.096,1160.05
03-04-2019 08:00,801,1.207,7.083,1761.905
03-04-2019 09:00,802,1.211,7.973,2361.405
03-04-2019 10:00,803,1.216,8.638,2814.227
03-04-2019 11:00,804,1.221,8.666,2837.012
03-04-2019 12:00,805,1.226,8.585,2782.208
03-04-2019 13:00,806,1.229,8.891,2981.146
03-04-2019 14:00,807,1.232,9.013,3063.926
03-04-2019 15:00,808,1.235,8.118,2466.087
03-04-2019 16:00,809,1.238,9.389,3292.244
03-04-2019 17:00,810,1.24,11.762,4356.157
03-04-2019 18:00,811,1.242,11.765,4355.995
03-04-2019 19:00,812,1.244,10.506,3885.112
03-04-2019 20:00,813,1.245,10.004,3638.89
03-04-2019 21:00,814,1.244,9.56,3393.653
03-04-2019 22:00,815,1.242,8.476,2705.512
03-04-2019 23:00,816,1.236,7.82,2256.447
04-04-2019 00:00,817,1.228,6.842,1602.737
04-04-2019 01:00,818,1.221,5.927,1065.624
04-04-2019 02:00,819,1.217,4.409,419.882
04-04-2019 03:00,820,1.213,3.107,102.234
04-04-2019 04:00,821,1.211,1.66,2.119
04-04-2019 05:00,822,1.21,0.946,0.018
04-04-2019 06:00,823,1.21,2.589,39.786
04-04-2019 07:00,824,1.211,4.057,310.143
04-04-2019 08:00,825,1.212,4.835,567.481
04-04-2019 09:00,826,1.215,5.743,970.428
04-04-2019 10:00,827,1.218,5.853,1026.765
04-04-2019 11:00,828,1.22,5.629,913.518
04-04-2019 12:00,829,1.223,5.307,766.769
04-04-2019 13:00,830,1.225,4.977,622.971
04-04-2019 14:00,831,1.226,4.758,538.518
04-04-2019 15:00,832,1.228,4.901,593.165
04-04-2019 16:00,833,1.23,5.931,1067.62
04-04-2019 17:00,834,1.231,7.071,1749.746
04-04-2019 18:00,835,1.233,7.486,2030.541
04-04-2019 19:00,836,1.234,7.582,2097.768
04-04-2019 20:00,837,1.236,7.478,2021.537
04-04-2019 21:00,838,1.237,7.156,1808.113
04-04-2019 22:00,839,1.236,6.792,1570.392
04-04-2019 23:00,840,1.231,6.425,1348.189
05-04-2019 00:00,841,1.226,6.079,1152.362
05-04-2019 01:00,842,1.221,5.92,1061.956
05-04-2019 02:00,843,1.219,5.904,1053.522
05-04-2019 03:00,844,1.217,5.977,1097.451
05-04-2019 04:00,845,1.215,6.063,1138.692
05-04-2019 05:00,846,1.214,5.767,982.405
05-04-2019 06:00,847,1.213,5.182,708.256
05-04-2019 07:00,848,1.213,5.862,1031.138
05-04-2019 08:00,849,1.215,6.801,1575.964
05-04-2019 09:00,850,1.217,6.888,1636.517
05-04-2019 10:00,851,1.221,6.381,1319.425
05-04-2019 11:00,852,1.224,6.077,1150.28
05-04-2019 12:00,853,1.227,6.565,1429.17
05-04-2019 13:00,854,1.23,7.414,1980.709
05-04-2019 14:00,855,1.232,8.203,2519.377
05-04-2019 15:00,856,1.234,8.418,2670.928
05-04-2019 16:00,857,1.237,7.863,2287.293
05-04-2019 17:00,858,1.239,8.592,2783.321
05-04-2019 18:00,859,1.241,9.191,3177.263
05-04-2019 19:00,860,1.243,8.803,2928.077
05-04-2019 20:00,861,1.245,8.458,2692.955
05-04-2019 21:00,862,1.246,7.699,2172.814
05-04-2019 22:00,863,1.242,7.247,1867.931
05-04-2019 23:00,864,1.233,6.912,1647.145
06-04-2019 00:00,865,1.223,6.648,1480.233
06-04-2019 01:00,866,1.219,6.684,1504.822
06-04-2019 02:00,867,1.217,6.146,1185.008
06-04-2019 03:00,868,1.216,5.341,778.051
06-04-2019 04:00,869,1.216,4.705,519.137
06-04-2019 05:00,870,1.217,4.007,296.281
06-04-2019 06:00,871,1.218,3.134,106.465
06-04-2019 07:00,872,1.22,4.034,305.367
06-04-2019 08:00,873,1.222,6.237,1241.712
06-04-2019 09:00,874,1.225,6.311,1278.86
06-04-2019 10:00,875,1.227,6.057,1137.133
06-04-2019 11:00,876,1.23,6.226,1233.327
06-04-2019 12:00,877,1.231,6.761,1555.962
06-04-2019 13:00,878,1.233,7.364,1947.597
06-04-2019 14:00,879,1.234,7.798,2240.571
06-04-2019 15:00,880,1.236,7.796,2239.322
06-04-2019 16:00,881,1.238,7.231,1855.395
06-04-2019 17:00,882,1.241,7.722,2188.465
06-04-2019 18:00,883,1.242,8.962,3027.002
06-04-2019 19:00,884,1.244,8.812,2929.488
06-04-2019 20:00,885,1.246,8.547,2758.084
06-04-2019 21:00,886,1.247,8.074,2433.603
06-04-2019 22:00,887,1.244,7.489,2035.092
06-04-2019 23:00,888,1.236,6.772,1557.771
07-04-2019 00:00,889,1.229,6.358,1307.086
07-04-2019 01:00,890,1.225,6.054,1137.027
07-04-2019 02:00,891,1.223,5.676,936.777
07-04-2019 03:00,892,1.222,5.346,780.315
07-04-2019 04:00,893,1.222,5.06,660.849
07-04-2019 05:00,894,1.222,4.432,424.621
07-04-2019 06:00,895,1.223,3.697,219.195
07-04-2019 07:00,896,1.224,4.996,630.758
07-04-2019 08:00,897,1.226,5.603,900.686
07-04-2019 09:00,898,1.228,5.352,783.186
07-04-2019 10:00,899,1.23,5.602,900.089
07-04-2019 11:00,900,1.232,6.213,1226.23
07-04-2019 12:00,901,1.234,6.76,1555.941
07-04-2019 13:00,902,1.236,7.019,1716.297
07-04-2019 14:00,903,1.237,6.851,1612.95
07-04-2019 15:00,904,1.239,6.1,1164.237
07-04-2019 16:00,905,1.241,5.025,644.679
07-04-2019 17:00,906,1.243,4.935,606.41
07-04-2019 18:00,907,1.246,4.873,585.665
07-04-2019 19:00,908,1.248,4.698,516.398
07-04-2019 20:00,909,1.25,4.547,464.055
07-04-2019 21:00,910,1.252,4.512,451.064
07-04-2019 22:00,911,1.249,4.515,452.086
07-04-2019 23:00,912,1.24,4.639,498.419
08-04-2019 00:00,913,1.233,4.747,534.351
08-04-2019 01:00,914,1.23,4.859,576.715
08-04-2019 02:00,915,1.228,4.841,569.835
08-04-2019 03:00,916,1.227,4.795,555.678
08-04-2019 04:00,917,1.226,4.729,527.853
08-04-2019 05:00,918,1.225,4.329,391.409
08-04-2019 06:00,919,1.225,2.621,42.599
08-04-2019 07:00,920,1.225,4.737,530.745
08-04-2019 08:00,921,1.226,5.645,921.301
08-04-2019 09:00,922,1.228,6.071,1143.652
08-04-2019 10:00,923,1.232,6.518,1401.217
08-04-2019 11:00,924,1.235,7.004,1708.95
08-04-2019 12:00,925,1.239,7.26,1880.902
08-04-2019 13:00,926,1.242,7.402,1975.336
08-04-2019 14:00,927,1.244,7.429,1989.023
08-04-2019 15:00,928,1.247,7.09,1762.087
08-04-2019 16:00,929,1.251,6.586,1444.52
08-04-2019 17:00,930,1.254,7.297,1899.587
08-04-2019 18:00,931,1.257,8.039,2407.333
08-04-2019 19:00,932,1.259,8.193,2512.289
08-04-2019 20:00,933,1.262,7.929,2331.542
08-04-2019 21:00,934,1.263,7.295,1898.372
08-04-2019 22:00,935,1.259,6.329,1293.964
08-04-2019 23:00,936,1.246,5.474,839.368
09-04-2019 00:00,937,1.234,4.874,586.081
09-04-2019 01:00,938,1.229,4.57,471.011
09-04-2019 02:00,939,1.226,4.519,453.543
09-04-2019 03:00,940,1.224,4.587,476.876
09-04-2019 04:00,941,1.222,4.636,497.507
09-04-2019 05:00,942,1.22,4.309,384.944
09-04-2019 06:00,943,1.219,2.561,38.055
09-04-2019 07:00,944,1.219,4.446,429.019
09-04-2019 08:00,945,1.22,5.335,775.165
09-04-2019 09:00,946,1.222,5.856,1028.277
09-04-2019 10:00,947,1.224,6.469,1372.136
09-04-2019 11:00,948,1.227,6.749,1549.244
09-04-2019 12:00,949,1.229,6.708,1522.108
09-04-2019 13:00,950,1.231,6.48,1383.318
09-04-2019 14:00,951,1.233,5.982,1098.952
09-04-2019 15:00,952,1.235,5.305,765.924
09-04-2019 16:00,953,1.237,4.278,377.714
09-04-2019 17:00,954,1.239,3.428,159.233
09-04-2019 18:00,955,1.241,2.741,54.401
09-04-2019 19:00,956,1.243,2.208,15.52
09-04-2019 20:00,957,1.245,1.934,6.239
09-04-2019 21:00,958,1.246,1.923,6
09-04-2019 22:00,959,1.245,2.029,8.907
09-04-2019 23:00,960,1.235,2.127,11.904
10-04-2019 00:00,961,1.223,2.193,14.628
10-04-2019 01:00,962,1.217,2.322,21.283
10-04-2019 02:00,963,1.213,2.481,31.616
10-04-2019 03:00,964,1.211,2.581,39.664
10-04-2019 04:00,965,1.21,2.631,43.481
10-04-2019 05:00,966,1.208,2.949,80.29
10-04-2019 06:00,967,1.208,2.307,20.493
10-04-2019 07:00,968,1.208,3.004,86.954
10-04-2019 08:00,969,1.209,3.765,233.836
10-04-2019 09:00,970,1.211,4.041,305.818
10-04-2019 10:00,971,1.214,4.498,446.356
10-04-2019 11:00,972,1.217,5.006,634.956
10-04-2019 12:00,973,1.22,5.274,749.636
10-04-2019 13:00,974,1.223,5.394,802.016
10-04-2019 14:00,975,1.225,5.416,812.295
10-04-2019 15:00,976,1.228,5.173,704.184
10-04-2019 16:00,977,1.231,4.459,433.45
10-04-2019 17:00,978,1.233,3.712,223.137
10-04-2019 18:00,979,1.236,3.169,112.145
10-04-2019 19:00,980,1.237,2.784,59.985
10-04-2019 20:00,981,1.239,2.471,30.923
10-04-2019 21:00,982,1.241,2.317,21.047
10-04-2019 22:00,983,1.239,2.332,21.872
10-04-2019 23:00,984,1.229,2.36,23.054
11-04-2019 00:00,985,1.215,2.481,31.619
11-04-2019 01:00,986,1.208,2.72,53.021
11-04-2019 02:00,987,1.204,3,86.373
11-04-2019 03:00,988,1.201,3.29,133.074
11-04-2019 04:00,989,1.198,3.611,198.133
11-04-2019 05:00,990,1.196,4.046,307.176
11-04-2019 06:00,991,1.194,3.203,119.218
11-04-2019 07:00,992,1.194,3.423,158.187
11-04-2019 08:00,993,1.194,5.189,711.209
11-04-2019 09:00,994,1.196,5.455,834.783
11-04-2019 10:00,995,1.199,5.609,903.883
11-04-2019 11:00,996,1.202,5.587,894.389
11-04-2019 12:00,997,1.205,5.568,888.565
11-04-2019 13:00,998,1.208,5.642,919.685
11-04-2019 14:00,999,1.211,5.57,889.233
11-04-2019 15:00,1000,1.215,5.171,703.394
11-04-2019 16:00,1001,1.219,4.095,320.882
11-04-2019 17:00,1002,1.222,2.389,24.844
11-04-2019 18:00,1003,1.225,1.619,1.747
11-04-2019 19:00,1004,1.228,2.487,31.705
11-04-2019 20:00,1005,1.231,3.836,251.36
11-04-2019 21:00,1006,1.232,5.074,664.898
11-04-2019 22:00,1007,1.23,6.113,1166.424
11-04-2019 23:00,1008,1.22,6.99,1702.991
12-04-2019 00:00,1009,1.205,7.647,2143.311
12-04-2019 01:00,1010,1.195,8.244,2551.59
12-04-2019 02:00,1011,1.189,8.595,2785.585
12-04-2019 03:00,1012,1.186,8.814,2930.758
12-04-2019 04:00,1013,1.183,8.866,2964.289
12-04-2019 05:00,1014,1.181,7.775,2227.899
12-04-2019 06:00,1015,1.18,4.766,541.679
12-04-2019 07:00,1016,1.179,4.54,463.808
12-04-2019 08:00,1017,1.181,5.688,942.624
12-04-2019 09:00,1018,1.184,6.994,1703.136
12-04-2019 10:00,1019,1.189,8.3,2592.4
12-04-2019 11:00,1020,1.195,8.837,2947.67
12-04-2019 12:00,1021,1.2,9.13,3133.373
12-04-2019 13:00,1022,1.205,9.214,3185.675
12-04-2019 14:00,1023,1.208,9.055,3089.335
12-04-2019 15:00,1024,1.212,8.673,2842.273
12-04-2019 16:00,1025,1.216,7.607,2111.548
12-04-2019 17:00,1026,1.22,8.975,3034.892
12-04-2019 18:00,1027,1.223,10.986,4091.313
12-04-2019 19:00,1028,1.226,11.57,4294.713
12-04-2019 20:00,1029,1.229,11.006,4099.032
12-04-2019 21:00,1030,1.232,10.301,3788.667
12-04-2019 22:00,1031,1.229,10.076,3679.767
12-04-2019 23:00,1032,1.223,9.79,3523.752
13-04-2019 00:00,1033,1.216,9.44,3329.131
13-04-2019 01:00,1034,1.212,9.457,3337.553
13-04-2019 02:00,1035,1.209,9.186,3171.857
13-04-2019 03:00,1036,1.208,8.754,2894.049
13-04-2019 04:00,1037,1.208,8.147,2485.522
13-04-2019 05:00,1038,1.208,7.442,2002.417
13-04-2019 06:00,1039,1.21,6.484,1385.939
13-04-2019 07:00,1040,1.211,7.236,1862.642
13-04-2019 08:00,1041,1.214,8.498,2721.68
13-04-2019 09:00,1042,1.217,9.434,3321.489
13-04-2019 10:00,1043,1.221,10.228,3752.936
13-04-2019 11:00,1044,1.226,9.936,3605.887
13-04-2019 12:00,1045,1.23,9.299,3238.101
13-04-2019 13:00,1046,1.233,8.836,2947.679
13-04-2019 14:00,1047,1.236,8.524,2741.162
13-04-2019 15:00,1048,1.238,8.254,2557.008
13-04-2019 16:00,1049,1.241,7.724,2190.025
13-04-2019 17:00,1050,1.243,7.174,1821.302
13-04-2019 18:00,1051,1.246,7.163,1812.737
13-04-2019 19:00,1052,1.248,6.226,1233.482
13-04-2019 20:00,1053,1.251,4.716,522.891
13-04-2019 21:00,1054,1.252,3.856,256.388
13-04-2019 22:00,1055,1.248,4.98,624.103
13-04-2019 23:00,1056,1.238,6.843,1604.472
14-04-2019 00:00,1057,1.229,7.72,2187.331
14-04-2019 01:00,1058,1.223,8.332,2613.094
14-04-2019 02:00,1059,1.218,7.84,2269.552
14-04-2019 03:00,1060,1.214,7.177,1821.386
14-04-2019 04:00,1061,1.211,7.258,1878.273
14-04-2019 05:00,1062,1.209,6.404,1333.204
14-04-2019 06:00,1063,1.207,4.754,537.092
14-04-2019 07:00,1064,1.207,4.79,553.868
14-04-2019 08:00,1065,1.207,5.87,1035.602
14-04-2019 09:00,1066,1.208,4.634,496.66
14-04-2019 10:00,1067,1.211,3.853,255.806
14-04-2019 11:00,1068,1.213,4.171,343.102
14-04-2019 12:00,1069,1.216,4.847,572.181
14-04-2019 13:00,1070,1.219,5.388,799.542
14-04-2019 14:00,1071,1.221,5.684,940.895
14-04-2019 15:00,1072,1.224,5.752,974.926
14-04-2019 16:00,1073,1.226,5.178,706.424
14-04-2019 17:00,1074,1.228,5.292,760.186
14-04-2019 18:00,1075,1.23,5.651,924.3
14-04-2019 19:00,1076,1.232,6.077,1150.39
14-04-2019 20:00,1077,1.234,6.365,1313.056
14-04-2019 21:00,1078,1.235,6.17,1203.463
14-04-2019 22:00,1079,1.231,5.488,845.584
14-04-2019 23:00,1080,1.22,4.903,593.901
15-04-2019 00:00,1081,1.206,5.265,744.194
15-04-2019 01:00,1082,1.196,6.157,1191.01
15-04-2019 02:00,1083,1.187,7.11,1775.223
15-04-2019 03:00,1084,1.179,8.024,2398.724
15-04-2019 04:00,1085,1.174,8.5,2721.707
15-04-2019 05:00,1086,1.17,8.319,2604.649
15-04-2019 06:00,1087,1.167,6.538,1413.307
15-04-2019 07:00,1088,1.166,7.288,1894.704
15-04-2019 08:00,1089,1.167,9.865,3564.64
15-04-2019 09:00,1090,1.17,10.331,3807.916
